instr,addr,pipe,call_count,cycles,running_time(us),detail
ADD_IMM,282136832,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x100000,XN:X1=0x100000,IMM:0,"
SUB_IMM,282136836,SCALAR,1,1,0.000000,"dtype:S64,XD:X6=0x107a60,XN:X30=0x107dc8,IMM:0x368,"
ADD_IMM,282137140,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x11386280,XN:X5=0x11386200,IMM:0x80,"
SUB_IMM,282136892,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1078b0,XN:X30=0x107dc8,IMM:0x518,"
ADD_IMM,282136896,SCALAR,1,1,0.000000,"dtype:S64,XD:X12=0x11386220,XN:X5=0x11386200,IMM:0x20,"
SUB_IMM,282136908,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1078b8,XN:X30=0x107dc8,IMM:0x510,"
ADD_IMM,282136980,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x11386230,XN:X5=0x11386200,IMM:0x30,"
SUB_IMM,282136924,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1078c0,XN:X30=0x107dc8,IMM:0x508,"
SUB_IMM,282136928,SCALAR,1,1,0.000000,"dtype:S64,XD:X9=0x1078d8,XN:X30=0x107dc8,IMM:0x4f0,"
SUB_IMM,282136940,SCALAR,1,1,0.000000,"dtype:S64,XD:X4=0x1078c8,XN:X30=0x107dc8,IMM:0x500,"
ADD_IMM,282136964,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x11386228,XN:X5=0x11386200,IMM:0x28,"
SIGNEXT,282136972,SCALAR,1,1,0.000000,"dtype:S32,XD:X14=0,XN:X14=0,"
WAIT_FLAG,282148920,MTE1,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
NOP,282148936,FLOWCTRL,1,0,0.000000,""
WAIT_FLAG,282148924,MTE1,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:2,"
END,282148944,FLOWCTRL,1,0,0.000000,""
WAIT_FLAG,282148900,MTE1,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
JUMPCMP,282148208,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X3=0,Condition_op:0,FC_type:IMM,IMM:0xa8CMP_type:IMM,UIMM:0,"
MOV_SPR_XN,282136644,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X1=0,"
JUMP,282148180,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d13d58"
JUMPCMP,282148176,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X0=0,Condition_op:1,FC_type:IMM,IMM:0x2CMP_type:IMM,UIMM:0,"
JUMP,282137368,FLOWCTRL,1,0,0.000000,"TargetPC:0"
JUMPC,282137348,FLOWCTRL,1,0,0.000000,"TargetPC:0x10d11308,cond_flag:1"
SET_FLAG,282136784,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
SET_FLAG,282136840,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:2,"
SET_FLAG,282136816,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
